2022-01-03 4.0424
2022-01-04 4.0468
2022-01-05 4.0396
2022-01-07 4.0279
2022-01-10 4.0064
2022-01-11 4.0106
2022-01-12 3.9879
2022-01-13 3.9463
2022-01-14 3.9597
2022-01-17 3.9567
2022-01-18 3.9734
2022-01-19 3.9930
2022-01-20 3.9833
2022-01-21 3.9953
2022-01-24 4.0049
2022-01-25 4.0593
2022-01-26 4.0684
2022-01-27 4.0830
2022-01-28 4.1048
2022-01-31 4.1147
2022-02-01 4.0689
2022-02-02 4.0283
2022-02-03 4.0267
2022-02-04 3.9657
2022-02-07 3.9872
2022-02-08 3.9693
2022-02-09 3.9530
2022-02-10 3.9218
2022-02-11 3.9665
2022-02-14 4.0439
2022-02-15 3.9740
2022-02-16 3.9478
2022-02-17 3.9687
2022-02-18 3.9798
2022-02-21 3.9769
2022-02-22 4.0120
2022-02-23 3.9937
2022-02-24 4.1281
2022-02-25 4.1683
2022-02-28 4.1965
2022-03-01 4.2193
2022-03-02 4.3302
2022-03-03 4.3257
2022-03-04 4.3910
2022-03-07 4.5722
2022-03-08 4.5115
2022-03-09 4.4147
2022-03-10 4.3482
2022-03-11 4.3694
2022-03-14 4.3221
2022-03-15 4.2992
2022-03-16 4.2828
2022-03-17 4.2403
2022-03-18 4.2707
2022-03-21 4.2444
2022-03-22 4.2720
2022-03-23 4.2772
2022-03-24 4.3310
2022-03-25 4.3125
2022-03-28 4.2784
2022-03-29 4.2917
2022-03-30 4.1688
2022-03-31 4.1801
2022-04-01 4.1978
2022-04-04 4.2073
2022-04-05 4.2233
2022-04-06 4.2606
2022-04-07 4.2727
2022-04-08 4.2703
2022-04-11 4.2586
2022-04-12 4.2926
2022-04-13 4.2872
2022-04-14 4.2581
2022-04-15 4.2865
2022-04-19 4.2887
2022-04-20 4.2708
2022-04-21 4.2596
2022-04-22 4.2935
2022-04-25 4.3188
2022-04-26 4.3469
2022-04-27 4.4453
2022-04-28 4.4613
2022-04-29 4.4072
2022-05-02 4.4454
2022-05-04 4.4456
2022-05-05 4.4017
2022-05-06 4.4502
2022-05-09 4.4784
2022-05-10 4.4223
2022-05-11 4.4190
2022-05-12 4.4863
2022-05-13 4.4849
2022-05-16 4.4785
2022-05-17 4.4379
2022-05-18 4.4279
2022-05-19 4.4231
2022-05-20 4.3832
2022-05-23 4.3369
2022-05-24 4.3071
2022-05-25 4.3069
2022-05-26 4.3189
2022-05-27 4.2966
2022-05-30 4.2617
2022-05-31 4.2651
2022-06-01 4.2817
2022-06-02 4.2931
2022-06-03 4.2689
2022-06-06 4.2675
2022-06-07 4.2935
2022-06-08 4.2904
2022-06-09 4.2764
2022-06-10 4.3363
2022-06-13 4.4209
2022-06-14 4.4478
2022-06-15 4.4455
2022-06-17 4.4630
2022-06-20 4.4400
2022-06-21 4.3917
2022-06-22 4.4338
2022-06-23 4.4881
2022-06-24 4.4656
2022-06-27 4.4369
2022-06-28 4.4377
2022-06-29 4.4533
2022-06-30 4.4825
2022-07-01 4.5106
2022-07-04 4.5032
2022-07-05 4.5947
2022-07-06 4.6796
2022-07-07 4.7029
2022-07-08 4.7417
2022-07-11 4.7416
2022-07-12 4.8284
2022-07-13 4.8221
2022-07-14 4.8274
2022-07-15 4.7966
2022-07-18 4.7152
2022-07-19 4.6594
2022-07-20 4.6524
2022-07-21 4.6682
2022-07-22 4.6920
2022-07-25 4.6171
2022-07-26 4.6222
2022-07-27 4.7142
2022-07-28 4.6952
2022-07-29 4.6365
2022-08-01 4.6290
2022-08-02 4.5984
2022-08-03 4.6164
2022-08-04 4.6340
2022-08-05 4.6024
2022-08-08 4.6127
2022-08-09 4.5919
2022-08-10 4.6112
2022-08-11 4.5206
2022-08-12 4.5459
2022-08-16 4.6282
2022-08-17 4.6119
2022-08-18 4.6468
2022-08-19 4.7061
2022-08-22 4.7427
2022-08-23 4.8030
2022-08-24 4.8029
2022-08-25 4.7546
2022-08-26 4.7465
2022-08-29 4.7821
2022-08-30 4.7210
2022-08-31 4.7360
2022-09-01 4.6959
2022-09-02 4.7276
2022-09-05 4.7690
2022-09-06 4.7367
2022-09-07 4.7584
2022-09-08 4.7268
2022-09-09 4.6599
2022-09-12 4.6225
2022-09-13 4.6363
2022-09-14 4.7233
2022-09-15 4.7202
2022-09-16 4.7384
2022-09-19 4.7255
2022-09-20 4.7118
2022-09-21 4.7919
2022-09-22 4.8343
2022-09-23 4.8796
2022-09-26 4.9113
2022-09-27 4.9476
2022-09-28 5.0381
2022-09-29 5.0328
2022-09-30 4.9533
2022-10-03 4.9207
2022-10-04 4.8615
2022-10-05 4.8380
2022-10-06 4.8989
2022-10-07 4.9588
2022-10-10 5.0239
2022-10-11 5.0171
2022-10-12 5.0014
2022-10-13 4.9905
2022-10-14 4.9569
2022-10-17 4.9522
2022-10-18 4.8929
2022-10-19 4.8892
2022-10-20 4.9024
2022-10-21 4.9000
2022-10-24 4.8669
2022-10-25 4.8499
2022-10-26 4.7538
2022-10-27 4.7216
2022-10-28 4.7477
2022-10-31 4.7340
2022-11-02 4.7485
2022-11-03 4.8291
2022-11-04 4.7975
2022-11-07 4.6926
2022-11-08 4.6893
2022-11-09 4.6817
2022-11-10 4.7328
2022-11-14 4.5383
2022-11-15 4.5143
2022-11-16 4.5050
2022-11-17 4.5387
2022-11-18 4.5337
2022-11-21 4.5991
2022-11-22 4.5844
2022-11-23 4.5480
2022-11-24 4.5101
2022-11-25 4.5111
2022-11-28 4.4827
2022-11-29 4.5164
2022-11-30 4.5066
2022-12-01 4.4911
2022-12-02 4.4492
2022-12-05 4.4415
2022-12-06 4.4787
2022-12-07 4.4834
2022-12-08 4.4760
2022-12-09 4.4351
2022-12-12 4.4424
2022-12-13 4.4527
2022-12-14 4.3973
2022-12-15 4.4100
2022-12-16 4.4227
2022-12-19 4.4153
2022-12-20 4.4001
2022-12-21 4.3947
2022-12-22 4.3726
2022-12-23 4.3700
2022-12-27 4.3671
2022-12-28 4.4127
2022-12-29 4.4078
2022-12-30 4.4018
